flight_id,crew_id,assignment_role
F002012,C066,Cabin Crew
F002012,C050,Cabin Crew
F002012,C075,Cabin Crew
F002013,C031,Captain
F002013,C025,First Officer
F002013,C035,Cabin Crew
F002013,C027,Cabin Crew
F002013,C007,Cabin Crew
F002014,C044,Captain
F002014,C048,First Officer
F002014,C064,Cabin Crew
F002014,C075,Cabin Crew
F002014,C037,Cabin Crew
F002015,C023,Captain
F002015,C025,First Officer
F002015,C040,Cabin Crew
F002015,C035,Cabin Crew
F002015,C027,Cabin Crew
F002016,C058,Captain
F002016,C055,First Officer
F002016,C039,Cabin Crew
F002016,C063,Cabin Crew
F002016,C056,Cabin Crew
F002017,C043,Captain
F002017,C070,First Officer
F002017,C065,Cabin Crew
F002017,C071,Cabin Crew
F002017,C066,Cabin Crew
F002018,C024,Captain
F002018,C073,First Officer
F002018,C064,Cabin Crew
F002018,C040,Cabin Crew
F002018,C008,Cabin Crew
F002019,C030,Captain
F002019,C059,First Officer
F002019,C033,Cabin Crew
F002019,C039,Cabin Crew
F002019,C057,Cabin Crew
F002020,C077,Captain
F002020,C062,First Officer
F002020,C072,Cabin Crew
F002020,C033,Cabin Crew
F002020,C074,Cabin Crew
F002021,C077,Captain
F002021,C073,First Officer
F002021,C071,Cabin Crew
F002021,C072,Cabin Crew
F002021,C010,Cabin Crew
F002022,C013,Captain
F002022,C020,First Officer
F002022,C040,Cabin Crew
F002022,C075,Cabin Crew
F002022,C021,Cabin Crew
F002023,C044,Captain
F002023,C076,First Officer
F002023,C033,Cabin Crew
F002023,C006,Cabin Crew
F002023,C050,Cabin Crew
F002024,C038,Captain
F002024,C016,First Officer
F002024,C027,Cabin Crew
F002024,C010,Cabin Crew
F002024,C014,Cabin Crew
F002025,C042,Captain
F002025,C067,First Officer
F002025,C071,Cabin Crew
F002025,C064,Cabin Crew
F002025,C050,Cabin Crew
F002026,C052,Captain
F002026,C076,First Officer
F002026,C066,Cabin Crew
F002026,C007,Cabin Crew
F002026,C035,Cabin Crew
F002027,C042,Captain
F002027,C017,First Officer
F002027,C075,Cabin Crew
F002027,C063,Cabin Crew
F002027,C046,Cabin Crew
F002028,C023,Captain
F002028,C070,First Officer
F002028,C041,Cabin Crew
F002028,C006,Cabin Crew
F002028,C037,Cabin Crew
F002029,C042,Captain
F002029,C032,First Officer
F002029,C007,Cabin Crew
F002029,C049,Cabin Crew
F002029,C002,Cabin Crew
F002030,C079,Captain
F002030,C069,First Officer
F002030,C005,Cabin Crew
F002030,C057,Cabin Crew
F002030,C021,Cabin Crew
F002031,C023,Captain
F002031,C032,First Officer
F002031,C010,Cabin Crew
F002031,C007,Cabin Crew
F002031,C063,Cabin Crew
F002032,C043,Captain
F002032,C001,First Officer
F002032,C051,Cabin Crew
F002032,C072,Cabin Crew
F002032,C041,Cabin Crew
F002033,C038,Captain
F002033,C016,First Officer
F002033,C054,Cabin Crew
F002033,C012,Cabin Crew
F002033,C045,Cabin Crew
F002034,C013,Captain
F002034,C032,First Officer
F002034,C049,Cabin Crew
F002034,C004,Cabin Crew
F002034,C065,Cabin Crew
F002035,C038,Captain
F002035,C017,First Officer
F002035,C072,Cabin Crew
F002035,C045,Cabin Crew
F002035,C049,Cabin Crew
F002036,C053,Captain
F002036,C061,First Officer
F002036,C037,Cabin Crew
F002036,C012,Cabin Crew
F002036,C010,Cabin Crew
F002037,C009,Captain
F002037,C061,First Officer
F002037,C072,Cabin Crew
F002037,C063,Cabin Crew
F002037,C041,Cabin Crew
F002038,C011,Captain
F002038,C029,First Officer
F002038,C040,Cabin Crew
F002038,C014,Cabin Crew
F002038,C045,Cabin Crew
F002039,C031,Captain
F002039,C067,First Officer
F002039,C056,Cabin Crew
F002039,C036,Cabin Crew
F002039,C004,Cabin Crew
F002040,C044,Captain
F002040,C069,First Officer
F002040,C002,Cabin Crew
F002040,C057,Cabin Crew
F002040,C056,Cabin Crew
F002041,C038,Captain
F002041,C028,First Officer
F002041,C039,Cabin Crew
F002041,C075,Cabin Crew
F002041,C071,Cabin Crew
F002042,C038,Captain
F002042,C069,First Officer
F002042,C060,Cabin Crew
F002042,C074,Cabin Crew
F002042,C064,Cabin Crew
F002043,C013,Captain
F002043,C017,First Officer
F002043,C074,Cabin Crew
F002043,C063,Cabin Crew
F002043,C012,Cabin Crew
F002044,C031,Captain
F002044,C017,First Officer
F002044,C002,Cabin Crew
F002044,C021,Cabin Crew
F002044,C022,Cabin Crew
F002045,C044,Captain
F002045,C061,First Officer
F002045,C022,Cabin Crew
F002045,C047,Cabin Crew
F002045,C033,Cabin Crew
F002046,C009,Captain
F002046,C028,First Officer
F002046,C037,Cabin Crew
F002046,C036,Cabin Crew
F002046,C066,Cabin Crew
F002047,C053,Captain
F002047,C029,First Officer
F002047,C047,Cabin Crew
F002047,C007,Cabin Crew
F002047,C072,Cabin Crew
F002048,C052,Captain
F002048,C025,First Officer
F002048,C075,Cabin Crew
F002048,C074,Cabin Crew
F002048,C004,Cabin Crew
F002049,C023,Captain
F002049,C020,First Officer
F002049,C034,Cabin Crew
F002049,C074,Cabin Crew
F002049,C040,Cabin Crew
F002050,C052,Captain
F002050,C076,First Officer
F002050,C040,Cabin Crew
F002050,C008,Cabin Crew
F002050,C005,Cabin Crew
F002051,C026,Captain
F002051,C025,First Officer
F002051,C046,Cabin Crew
F002051,C008,Cabin Crew
F002051,C041,Cabin Crew
F002052,C052,Captain
F002052,C059,First Officer
F002052,C056,Cabin Crew
F002052,C008,Cabin Crew
F002052,C036,Cabin Crew
F002053,C079,Captain
F002053,C061,First Officer
F002053,C064,Cabin Crew
F002053,C074,Cabin Crew
F002053,C051,Cabin Crew
F002054,C043,Captain
F002054,C029,First Officer
F002054,C037,Cabin Crew
F002054,C054,Cabin Crew
F002054,C075,Cabin Crew
F002055,C019,Captain
F002055,C067,First Officer
F002055,C040,Cabin Crew
F002055,C039,Cabin Crew
F002055,C054,Cabin Crew
F002056,C077,Captain
F002056,C067,First Officer
F002056,C051,Cabin Crew
F002056,C065,Cabin Crew
F002056,C047,Cabin Crew
F002057,C079,Captain
F002057,C061,First Officer
F002057,C014,Cabin Crew
F002057,C056,Cabin Crew
F002057,C066,Cabin Crew
F002058,C068,Captain
F002058,C048,First Officer
F002058,C046,Cabin Crew
F002058,C040,Cabin Crew
F002058,C056,Cabin Crew
F002059,C043,Captain
F002059,C029,First Officer
F002059,C049,Cabin Crew
F002059,C002,Cabin Crew
F002059,C033,Cabin Crew
F002060,C038,Captain
F002060,C025,First Officer
F002060,C037,Cabin Crew
F002060,C035,Cabin Crew
F002060,C054,Cabin Crew
F002061,C026,Captain
F002061,C059,First Officer
F002061,C056,Cabin Crew
F002061,C045,Cabin Crew
F002061,C064,Cabin Crew
F002062,C053,Captain
F002062,C069,First Officer
F002062,C063,Cabin Crew
F002062,C036,Cabin Crew
F002062,C010,Cabin Crew
F002063,C044,Captain
F002063,C015,First Officer
F002063,C005,Cabin Crew
F002063,C037,Cabin Crew
F002063,C074,Cabin Crew
F002064,C011,Captain
F002064,C059,First Officer
F002064,C021,Cabin Crew
F002064,C057,Cabin Crew
F002064,C050,Cabin Crew
F002065,C043,Captain
F002065,C076,First Officer
F002065,C036,Cabin Crew
F002065,C041,Cabin Crew
F002065,C071,Cabin Crew
F002066,C077,Captain
F002066,C059,First Officer
F002066,C018,Cabin Crew
F002066,C072,Cabin Crew
F002066,C006,Cabin Crew
F002067,C038,Captain
F002067,C070,First Officer
F002067,C050,Cabin Crew
F002067,C003,Cabin Crew
F002067,C049,Cabin Crew
F002068,C078,Captain
F002068,C048,First Officer
F002068,C027,Cabin Crew
F002068,C056,Cabin Crew
F002068,C005,Cabin Crew
F002069,C009,Captain
F002069,C001,First Officer
F002069,C022,Cabin Crew
F002069,C002,Cabin Crew
F002069,C040,Cabin Crew
F002070,C011,Captain
F002070,C076,First Officer
F002070,C037,Cabin Crew
F002070,C040,Cabin Crew
F002070,C054,Cabin Crew
F002071,C009,Captain
F002071,C048,First Officer
F002071,C051,Cabin Crew
F002071,C007,Cabin Crew
F002071,C056,Cabin Crew
F002072,C011,Captain
F002072,C055,First Officer
F002072,C007,Cabin Crew
F002072,C034,Cabin Crew
F002072,C047,Cabin Crew
F002073,C026,Captain
F002073,C028,First Officer
F002073,C056,Cabin Crew
F002073,C051,Cabin Crew
F002073,C050,Cabin Crew
F002074,C030,Captain
F002074,C080,First Officer
F002074,C057,Cabin Crew
F002074,C003,Cabin Crew
F002074,C071,Cabin Crew
F002075,C043,Captain
F002075,C015,First Officer
F002075,C005,Cabin Crew
F002075,C021,Cabin Crew
F002075,C036,Cabin Crew
F002076,C044,Captain
F002076,C028,First Officer
F002076,C074,Cabin Crew
F002076,C010,Cabin Crew
F002076,C051,Cabin Crew
F002077,C024,Captain
F002077,C080,First Officer
F002077,C071,Cabin Crew
F002077,C037,Cabin Crew
F002077,C046,Cabin Crew
F002078,C052,Captain
F002078,C020,First Officer
F002078,C037,Cabin Crew
F002078,C064,Cabin Crew
F002078,C074,Cabin Crew
F002079,C042,Captain
F002079,C028,First Officer
F002079,C002,Cabin Crew
F002079,C050,Cabin Crew
F002079,C045,Cabin Crew
F002080,C068,Captain
F002080,C016,First Officer
F002080,C037,Cabin Crew
F002080,C057,Cabin Crew
F002080,C022,Cabin Crew
F002081,C079,Captain
F002081,C028,First Officer
F002081,C022,Cabin Crew
F002081,C051,Cabin Crew
F002081,C010,Cabin Crew
F002082,C031,Captain
F002082,C025,First Officer
F002082,C034,Cabin Crew
F002082,C074,Cabin Crew
F002082,C066,Cabin Crew
F002083,C079,Captain
F002083,C059,First Officer
F002083,C018,Cabin Crew
F002083,C008,Cabin Crew
F002083,C007,Cabin Crew
F002084,C077,Captain
F002084,C020,First Officer
F002084,C047,Cabin Crew
F002084,C005,Cabin Crew
F002084,C014,Cabin Crew
F002085,C079,Captain
F002085,C025,First Officer
F002085,C064,Cabin Crew
F002085,C063,Cabin Crew
F002085,C060,Cabin Crew
F002086,C053,Captain
F002086,C032,First Officer
F002086,C056,Cabin Crew
F002086,C027,Cabin Crew
F002086,C066,Cabin Crew
F002087,C042,Captain
F002087,C015,First Officer
F002087,C002,Cabin Crew
F002087,C003,Cabin Crew
F002087,C075,Cabin Crew
F002088,C011,Captain
F002088,C070,First Officer
F002088,C071,Cabin Crew
F002088,C021,Cabin Crew
F002088,C037,Cabin Crew
F002089,C078,Captain
F002089,C015,First Officer
F002089,C041,Cabin Crew
F002089,C034,Cabin Crew
F002089,C014,Cabin Crew
F002090,C079,Captain
F002090,C028,First Officer
F002090,C002,Cabin Crew
F002090,C074,Cabin Crew
F002090,C014,Cabin Crew
F002091,C023,Captain
F002091,C055,First Officer
F002091,C071,Cabin Crew
F002091,C045,Cabin Crew
F002091,C027,Cabin Crew
F002092,C052,Captain
F002092,C059,First Officer
F002092,C045,Cabin Crew
F002092,C063,Cabin Crew
F002092,C072,Cabin Crew
F002093,C078,Captain
F002093,C080,First Officer
F002093,C040,Cabin Crew
F002093,C021,Cabin Crew
F002093,C075,Cabin Crew
F002094,C052,Captain
F002094,C062,First Officer
F002094,C039,Cabin Crew
F002094,C036,Cabin Crew
F002094,C072,Cabin Crew
F002095,C013,Captain
F002095,C025,First Officer
F002095,C008,Cabin Crew
F002095,C040,Cabin Crew
F002095,C045,Cabin Crew
F002096,C053,Captain
F002096,C076,First Officer
F002096,C050,Cabin Crew
F002096,C065,Cabin Crew
F002096,C022,Cabin Crew
F002097,C077,Captain
F002097,C067,First Officer
F002097,C046,Cabin Crew
F002097,C041,Cabin Crew
F002097,C072,Cabin Crew
F002098,C030,Captain
F002098,C048,First Officer
F002098,C037,Cabin Crew
F002098,C040,Cabin Crew
F002098,C027,Cabin Crew
F002099,C043,Captain
F002099,C080,First Officer
F002099,C027,Cabin Crew
F002099,C035,Cabin Crew
F002099,C047,Cabin Crew
F002100,C042,Captain
F002100,C073,First Officer
F002100,C036,Cabin Crew
F002100,C040,Cabin Crew
F002100,C063,Cabin Crew
F002101,C013,Captain
F002101,C069,First Officer
F002101,C006,Cabin Crew
F002101,C051,Cabin Crew
F002101,C027,Cabin Crew
F002102,C052,Captain
F002102,C080,First Officer
F002102,C036,Cabin Crew
F002102,C045,Cabin Crew
F002102,C065,Cabin Crew
F002103,C077,Captain
F002103,C017,First Officer
F002103,C037,Cabin Crew
F002103,C066,Cabin Crew
F002103,C022,Cabin Crew
F002104,C043,Captain
F002104,C016,First Officer
F002104,C066,Cabin Crew
F002104,C046,Cabin Crew
F002104,C050,Cabin Crew
F002105,C058,Captain
F002105,C055,First Officer
F002105,C071,Cabin Crew
F002105,C018,Cabin Crew
F002105,C040,Cabin Crew
F002106,C068,Captain
F002106,C048,First Officer
F002106,C056,Cabin Crew
F002106,C063,Cabin Crew
F002106,C060,Cabin Crew
F002107,C013,Captain
F002107,C048,First Officer
F002107,C022,Cabin Crew
F002107,C057,Cabin Crew
F002107,C060,Cabin Crew
F002108,C043,Captain
F002108,C032,First Officer
F002108,C045,Cabin Crew
F002108,C056,Cabin Crew
F002108,C033,Cabin Crew
F002109,C011,Captain
F002109,C032,First Officer
F002109,C075,Cabin Crew
F002109,C072,Cabin Crew
F002109,C007,Cabin Crew
F002110,C068,Captain
F002110,C080,First Officer
F002110,C004,Cabin Crew
F002110,C006,Cabin Crew
F002110,C049,Cabin Crew
F002111,C031,Captain
F002111,C070,First Officer
F002111,C003,Cabin Crew
F002111,C004,Cabin Crew
F002111,C063,Cabin Crew
F002112,C030,Captain
F002112,C001,First Officer
F002112,C072,Cabin Crew
F002112,C066,Cabin Crew
F002112,C027,Cabin Crew
F002113,C009,Captain
F002113,C017,First Officer
F002113,C033,Cabin Crew
F002113,C041,Cabin Crew
F002113,C027,Cabin Crew
F002114,C026,Captain
F002114,C080,First Officer
F002114,C022,Cabin Crew
F002114,C054,Cabin Crew
F002114,C074,Cabin Crew
F002115,C079,Captain
F002115,C062,First Officer
F002115,C027,Cabin Crew
F002115,C063,Cabin Crew
F002115,C036,Cabin Crew
F002116,C068,Captain
F002116,C020,First Officer
F002116,C010,Cabin Crew
F002116,C039,Cabin Crew
F002116,C018,Cabin Crew
F002117,C052,Captain
F002117,C069,First Officer
F002117,C066,Cabin Crew
F002117,C002,Cabin Crew
F002117,C063,Cabin Crew
F002118,C068,Captain
F002118,C001,First Officer
F002118,C051,Cabin Crew
F002118,C040,Cabin Crew
F002118,C037,Cabin Crew
F002119,C031,Captain
F002119,C028,First Officer
F002119,C007,Cabin Crew
F002119,C063,Cabin Crew
F002119,C027,Cabin Crew
F002120,C053,Captain
F002120,C067,First Officer
F002120,C002,Cabin Crew
F002120,C035,Cabin Crew
F002120,C006,Cabin Crew
F002121,C023,Captain
F002121,C020,First Officer
F002121,C064,Cabin Crew
F002121,C050,Cabin Crew
F002121,C072,Cabin Crew
F002122,C052,Captain
F002122,C080,First Officer
F002122,C049,Cabin Crew
F002122,C021,Cabin Crew
F002122,C033,Cabin Crew
F002123,C030,Captain
F002123,C070,First Officer
F002123,C060,Cabin Crew
F002123,C033,Cabin Crew
F002123,C066,Cabin Crew
F002124,C031,Captain
F002124,C073,First Officer
F002124,C065,Cabin Crew
F002124,C008,Cabin Crew
F002124,C049,Cabin Crew
F002125,C031,Captain
F002125,C059,First Officer
F002125,C008,Cabin Crew
F002125,C047,Cabin Crew
F002125,C027,Cabin Crew
F002126,C078,Captain
F002126,C055,First Officer
F002126,C018,Cabin Crew
F002126,C057,Cabin Crew
F002126,C049,Cabin Crew
F002127,C023,Captain
F002127,C020,First Officer
F002127,C045,Cabin Crew
F002127,C056,Cabin Crew
F002127,C041,Cabin Crew
F002128,C044,Captain
F002128,C016,First Officer
F002128,C074,Cabin Crew
F002128,C054,Cabin Crew
F002128,C035,Cabin Crew
F002129,C023,Captain
F002129,C070,First Officer
F002129,C035,Cabin Crew
F002129,C049,Cabin Crew
F002129,C056,Cabin Crew
F002130,C009,Captain
F002130,C059,First Officer
F002130,C018,Cabin Crew
F002130,C039,Cabin Crew
F002130,C051,Cabin Crew
F002131,C078,Captain
F002131,C070,First Officer
F002131,C035,Cabin Crew
F002131,C056,Cabin Crew
F002131,C022,Cabin Crew
F002132,C011,Captain
F002132,C032,First Officer
F002132,C021,Cabin Crew
F002132,C003,Cabin Crew
F002132,C014,Cabin Crew
F002133,C077,Captain
F002133,C032,First Officer
F002133,C034,Cabin Crew
F002133,C002,Cabin Crew
F002133,C003,Cabin Crew
F002134,C023,Captain
F002134,C076,First Officer
F002134,C021,Cabin Crew
F002134,C064,Cabin Crew
F002134,C018,Cabin Crew
F002135,C009,Captain
F002135,C020,First Officer
F002135,C063,Cabin Crew
F002135,C004,Cabin Crew
F002135,C050,Cabin Crew
F002136,C042,Captain
F002136,C062,First Officer
F002136,C072,Cabin Crew
F002136,C071,Cabin Crew
F002136,C036,Cabin Crew
F002137,C068,Captain
F002137,C055,First Officer
F002137,C075,Cabin Crew
F002137,C065,Cabin Crew
F002137,C008,Cabin Crew
F002138,C043,Captain
F002138,C016,First Officer
F002138,C010,Cabin Crew
F002138,C060,Cabin Crew
F002138,C027,Cabin Crew
F002139,C042,Captain
F002139,C080,First Officer
F002139,C071,Cabin Crew
F002139,C007,Cabin Crew
F002139,C003,Cabin Crew
F002140,C019,Captain
F002140,C028,First Officer
F002140,C008,Cabin Crew
F002140,C041,Cabin Crew
F002140,C054,Cabin Crew
F002141,C044,Captain
F002141,C070,First Officer
F002141,C060,Cabin Crew
F002141,C074,Cabin Crew
F002141,C047,Cabin Crew
F002142,C038,Captain
F002142,C061,First Officer
F002142,C046,Cabin Crew
F002142,C036,Cabin Crew
F002142,C006,Cabin Crew
F002143,C043,Captain
F002143,C076,First Officer
F002143,C033,Cabin Crew
F002143,C010,Cabin Crew
F002143,C012,Cabin Crew
F002144,C009,Captain
F002144,C059,First Officer
F002144,C057,Cabin Crew
F002144,C002,Cabin Crew
F002144,C050,Cabin Crew
F002145,C013,Captain
F002145,C055,First Officer
F002145,C075,Cabin Crew
F002145,C033,Cabin Crew
F002145,C050,Cabin Crew
F002146,C030,Captain
F002146,C048,First Officer
F002146,C036,Cabin Crew
F002146,C014,Cabin Crew
F002146,C037,Cabin Crew
F002147,C026,Captain
F002147,C062,First Officer
F002147,C005,Cabin Crew
F002147,C033,Cabin Crew
F002147,C018,Cabin Crew
F002148,C043,Captain
F002148,C069,First Officer
F002148,C072,Cabin Crew
F002148,C050,Cabin Crew
F002148,C005,Cabin Crew
F002149,C052,Captain
F002149,C025,First Officer
F002149,C065,Cabin Crew
F002149,C039,Cabin Crew
F002149,C036,Cabin Crew
F002150,C068,Captain
F002150,C028,First Officer
F002150,C010,Cabin Crew
F002150,C021,Cabin Crew
F002150,C060,Cabin Crew
F002151,C079,Captain
F002151,C015,First Officer
F002151,C064,Cabin Crew
F002151,C051,Cabin Crew
F002151,C065,Cabin Crew
F002152,C068,Captain
F002152,C080,First Officer
F002152,C021,Cabin Crew
F002152,C041,Cabin Crew
F002152,C007,Cabin Crew
F002153,C042,Captain
F002153,C073,First Officer
F002153,C050,Cabin Crew
F002153,C063,Cabin Crew
F002153,C005,Cabin Crew
F002154,C026,Captain
F002154,C076,First Officer
F002154,C049,Cabin Crew
F002154,C027,Cabin Crew
F002154,C033,Cabin Crew
F002155,C044,Captain
F002155,C067,First Officer
F002155,C060,Cabin Crew
F002155,C049,Cabin Crew
F002155,C033,Cabin Crew
F002156,C068,Captain
F002156,C067,First Officer
F002156,C040,Cabin Crew
F002156,C074,Cabin Crew
F002156,C010,Cabin Crew
F002157,C077,Captain
F002157,C032,First Officer
F002157,C056,Cabin Crew
F002157,C045,Cabin Crew
F002157,C033,Cabin Crew
F002158,C030,Captain
F002158,C055,First Officer
F002158,C066,Cabin Crew
F002158,C014,Cabin Crew
F002158,C036,Cabin Crew
F002159,C077,Captain
F002159,C067,First Officer
F002159,C071,Cabin Crew
F002159,C045,Cabin Crew
F002159,C041,Cabin Crew
F002160,C079,Captain
F002160,C080,First Officer
F002160,C036,Cabin Crew
F002160,C060,Cabin Crew
F002160,C046,Cabin Crew
F002161,C013,Captain
F002161,C062,First Officer
F002161,C022,Cabin Crew
F002161,C060,Cabin Crew
F002161,C035,Cabin Crew
F002162,C038,Captain
F002162,C067,First Officer
F002162,C004,Cabin Crew
F002162,C072,Cabin Crew
F002162,C027,Cabin Crew
F002163,C030,Captain
F002163,C032,First Officer
F002163,C003,Cabin Crew
F002163,C064,Cabin Crew
F002163,C056,Cabin Crew
F002164,C011,Captain
F002164,C055,First Officer
F002164,C006,Cabin Crew
F002164,C034,Cabin Crew
F002164,C037,Cabin Crew
F002165,C052,Captain
F002165,C032,First Officer
F002165,C045,Cabin Crew
F002165,C006,Cabin Crew
F002165,C041,Cabin Crew
F002166,C077,Captain
F002166,C080,First Officer
F002166,C049,Cabin Crew
F002166,C072,Cabin Crew
F002166,C021,Cabin Crew
F002167,C043,Captain
F002167,C059,First Officer
F002167,C041,Cabin Crew
F002167,C075,Cabin Crew
F002167,C074,Cabin Crew
F002168,C026,Captain
F002168,C001,First Officer
F002168,C075,Cabin Crew
F002168,C027,Cabin Crew
F002168,C021,Cabin Crew
F002169,C043,Captain
F002169,C061,First Officer
F002169,C074,Cabin Crew
F002169,C049,Cabin Crew
F002169,C034,Cabin Crew
F002170,C077,Captain
F002170,C016,First Officer
F002170,C021,Cabin Crew
F002170,C075,Cabin Crew
F002170,C034,Cabin Crew
F002171,C077,Captain
F002171,C061,First Officer
F002171,C056,Cabin Crew
F002171,C039,Cabin Crew
F002171,C074,Cabin Crew
F002172,C026,Captain
F002172,C067,First Officer
F002172,C037,Cabin Crew
F002172,C063,Cabin Crew
F002172,C036,Cabin Crew
F002173,C026,Captain
F002173,C055,First Officer
F002173,C010,Cabin Crew
F002173,C051,Cabin Crew
F002173,C040,Cabin Crew
F002174,C023,Captain
F002174,C020,First Officer
F002174,C040,Cabin Crew
F002174,C022,Cabin Crew
F002174,C056,Cabin Crew
F002175,C031,Captain
F002175,C061,First Officer
F002175,C012,Cabin Crew
F002175,C063,Cabin Crew
F002175,C018,Cabin Crew
F002176,C011,Captain
F002176,C017,First Officer
F002176,C012,Cabin Crew
F002176,C057,Cabin Crew
F002176,C027,Cabin Crew
F002177,C024,Captain
F002177,C067,First Officer
F002177,C056,Cabin Crew
F002177,C054,Cabin Crew
F002177,C046,Cabin Crew
F002178,C053,Captain
F002178,C076,First Officer
F002178,C035,Cabin Crew
F002178,C002,Cabin Crew
F002178,C051,Cabin Crew
F002179,C030,Captain
F002179,C025,First Officer
F002179,C051,Cabin Crew
F002179,C074,Cabin Crew
F002179,C008,Cabin Crew
F002180,C031,Captain
F002180,C055,First Officer
F002180,C040,Cabin Crew
F002180,C047,Cabin Crew
F002180,C035,Cabin Crew
F002181,C024,Captain
F002181,C061,First Officer
F002181,C071,Cabin Crew
F002181,C064,Cabin Crew
F002181,C051,Cabin Crew
F002182,C053,Captain
F002182,C067,First Officer
F002182,C047,Cabin Crew
F002182,C063,Cabin Crew
F002182,C045,Cabin Crew
F002183,C011,Captain
F002183,C028,First Officer
F002183,C007,Cabin Crew
F002183,C066,Cabin Crew
F002183,C072,Cabin Crew
F002184,C009,Captain
F002184,C076,First Officer
F002184,C035,Cabin Crew
F002184,C064,Cabin Crew
F002184,C014,Cabin Crew
F002185,C009,Captain
F002185,C055,First Officer
F002185,C065,Cabin Crew
F002185,C012,Cabin Crew
F002185,C051,Cabin Crew
F002186,C053,Captain
F002186,C029,First Officer
F002186,C066,Cabin Crew
F002186,C005,Cabin Crew
F002186,C071,Cabin Crew
F002187,C058,Captain
F002187,C020,First Officer
F002187,C046,Cabin Crew
F002187,C014,Cabin Crew
F002187,C065,Cabin Crew
F002188,C053,Captain
F002188,C061,First Officer
F002188,C041,Cabin Crew
F002188,C034,Cabin Crew
F002188,C006,Cabin Crew
F002189,C024,Captain
F002189,C076,First Officer
F002189,C041,Cabin Crew
F002189,C054,Cabin Crew
F002189,C040,Cabin Crew
F002190,C044,Captain
F002190,C025,First Officer
F002190,C075,Cabin Crew
F002190,C066,Cabin Crew
F002190,C041,Cabin Crew
F002191,C042,Captain
F002191,C067,First Officer
F002191,C071,Cabin Crew
F002191,C075,Cabin Crew
F002191,C003,Cabin Crew
F002192,C024,Captain
F002192,C080,First Officer
F002192,C022,Cabin Crew
F002192,C057,Cabin Crew
F002192,C075,Cabin Crew
F002193,C038,Captain
F002193,C025,First Officer
F002193,C047,Cabin Crew
F002193,C014,Cabin Crew
F002193,C008,Cabin Crew
F002194,C058,Captain
F002194,C015,First Officer
F002194,C018,Cabin Crew
F002194,C051,Cabin Crew
F002194,C037,Cabin Crew
F002195,C078,Captain
F002195,C028,First Officer
F002195,C027,Cabin Crew
F002195,C018,Cabin Crew
F002195,C004,Cabin Crew
F002196,C068,Captain
F002196,C017,First Officer
F002196,C045,Cabin Crew
F002196,C010,Cabin Crew
F002196,C047,Cabin Crew
F002197,C044,Captain
F002197,C080,First Officer
F002197,C022,Cabin Crew
F002197,C036,Cabin Crew
F002197,C041,Cabin Crew
F002198,C068,Captain
F002198,C070,First Officer
F002198,C041,Cabin Crew
F002198,C036,Cabin Crew
F002198,C027,Cabin Crew
F002199,C023,Captain
F002199,C059,First Officer
F002199,C063,Cabin Crew
F002199,C049,Cabin Crew
F002199,C027,Cabin Crew
F002200,C077,Captain
F002200,C070,First Officer
F002200,C064,Cabin Crew
F002200,C054,Cabin Crew
F002200,C022,Cabin Crew
F002201,C052,Captain
F002201,C015,First Officer
F002201,C049,Cabin Crew
F002201,C005,Cabin Crew
F002201,C027,Cabin Crew
F002202,C078,Captain
F002202,C025,First Officer
F002202,C050,Cabin Crew
F002202,C035,Cabin Crew
F002202,C002,Cabin Crew
F002203,C013,Captain
F002203,C059,First Officer
F002203,C037,Cabin Crew
F002203,C035,Cabin Crew
F002203,C074,Cabin Crew
F002204,C079,Captain
F002204,C069,First Officer
F002204,C040,Cabin Crew
F002204,C014,Cabin Crew
F002204,C047,Cabin Crew
F002205,C079,Captain
F002205,C076,First Officer
F002205,C064,Cabin Crew
F002205,C027,Cabin Crew
F002205,C007,Cabin Crew
F002206,C009,Captain
F002206,C070,First Officer
F002206,C002,Cabin Crew
F002206,C074,Cabin Crew
F002206,C075,Cabin Crew
F002207,C026,Captain
F002207,C016,First Officer
F002207,C063,Cabin Crew
F002207,C039,Cabin Crew
F002207,C033,Cabin Crew
F002208,C013,Captain
F002208,C055,First Officer
F002208,C036,Cabin Crew
F002208,C057,Cabin Crew
F002208,C007,Cabin Crew
F002209,C031,Captain
F002209,C069,First Officer
F002209,C060,Cabin Crew
F002209,C035,Cabin Crew
F002209,C022,Cabin Crew
F002210,C077,Captain
F002210,C080,First Officer
F002210,C012,Cabin Crew
F002210,C074,Cabin Crew
F002210,C036,Cabin Crew
F002211,C026,Captain
F002211,C001,First Officer
F002211,C072,Cabin Crew
F002211,C008,Cabin Crew
F002211,C047,Cabin Crew
F002212,C078,Captain
F002212,C055,First Officer
F002212,C051,Cabin Crew
F002212,C047,Cabin Crew
F002212,C036,Cabin Crew
F002213,C042,Captain
F002213,C061,First Officer
F002213,C040,Cabin Crew
F002213,C003,Cabin Crew
F002213,C035,Cabin Crew
F002214,C026,Captain
F002214,C001,First Officer
F002214,C060,Cabin Crew
F002214,C054,Cabin Crew
F002214,C002,Cabin Crew
F002215,C078,Captain
F002215,C061,First Officer
F002215,C071,Cabin Crew
F002215,C056,Cabin Crew
F002215,C074,Cabin Crew
F002216,C011,Captain
F002216,C015,First Officer
F002216,C040,Cabin Crew
F002216,C066,Cabin Crew
F002216,C071,Cabin Crew
F002217,C024,Captain
F002217,C059,First Officer
F002217,C056,Cabin Crew
F002217,C002,Cabin Crew
